,Sentence,Label
3092,"Teksasta yaþýyormuþum da haberim yokmuþ, 5 el silah sesiyle irkildim","korku"
3093,patlama sonrasý çok fazla ölü var ,"korku"
3094,"Bilemedim ama eðer doðruysa çok vahim bir durum, okurken irkildim.","korku"
3095,"Kaybolmuþ gibiyim, nereden baþlayacaðýmý bulamýyorum. Sanýrým tükendim.....","uzgun"
3096,Söyleyecek tek bir kelime tek bir çümle bulamadým dondum kaldým,"surpriz"
3097,pazartesi en sevdiðim gün halini almaya baþladý oley ,"mutlu"
3098,Ýstanbul þartlarý olup bitenden daha fazla etkilenip üzülmeye elden bir þey gelmemesine ve mutsuzluðu katlamaya birebir ,"uzgun"
3099,Benim gelmemi mi bekliyorlar nedir býktým inþaat sesinden,"uzgun"
3100,Beni býrakýn kendi halime çok bitkinim ve de yorgunum.,"uzgun"
3101,Bakýn benden nefret edebilirsiniz ama numaramý naptýnýz bu kadar bilinmeyenin aramasý hiç hoþ deðil çünkü. ,"kizgin"
3102,"Verdiðim deðere karþýlýk alamayýnca deðil, nankörlük edilince sinir oluyorum","kizgin"
3103,Psikloji üzerine okuyup psikolojisi dibe vurmuþ  biri olarak çok þaþkýným.,"surpriz"
3104,Her þey bomboþ ve çok saçma bugün çok öfkeliyim..,"kizgin"
3105,Bu aralar bir melankoli bir hüzün kapladý içimi Sebebi koparýlan çiçekler,"uzgun"
3106,Saçma sapan insanlara zaman ayýrýyorum iyice mallaþtým,"kizgin"
3107,Kýza soru atýyorum yapamadým diye diyorki ne attýn ona göre indiricem kýzým mal mýsýn,"kizgin"
3108,"Benim de terbiyemin raf ömrü bu kadarmýþ arkadaþlar, uzgunüm..","uzgun"
3109,Efes'in 16 basketin ancak altýsýný asist üzerinden bulabilmesi biraz endiþe verici. Guardlar toplam 1 asist.,"korku"
3110,Hayat çok fazla þaþkýnlýk verici,"surpriz"
3111,Gittiðin de koyduda baþka formayla görünce çok kötü oldum,"uzgun"
3112,Tükenmiþlik sendromuna 22 imde yakalandým ,"uzgun"
3113,Oha ne izledim ben þu an nefes nerden alýnýyordu,"surpriz"
3114,Bergama gezisiyle baþlayýp Haluk Levent konseriyle biten harika ve bir o kadar da eðlenceli bir gündü tarihe not düþülsün ???? ,"mutlu"
3115,Ya sen iyi kalbinden dolayý bir gün çok kötü sakatlanacaksýn ondan korkuyorum,"korku"
3116,"Depremi hissetmediðim halde hissedenler için çok endiþelendim, Allah daha büyüðünden korusun","korku"
3117,Madem durmak istemiyorsun hiç durmadan defolup git bu ülkeden mesela,"kizgin"
3118,Günün yarýsýnda sinirliysem diðer yarýsýnda da öfkeliyim,"kizgin"
3119,Miraç Kandilimiz mübarek olsun tüm iyi dualarýnýzýn kabul olmasýný dilerim ,"mutlu"
3120,"kizginým hiç gelmeyiþine, bilmeyiþine, hissetmeyiþine","kizgin"
3121,Nereden esti bilmiyorum ben galiba Rigobert Songu özledim.,"uzgun"
3122,Uzun zamandan sonra bugün çok güzel eðlendim,"mutlu"
3123,Bu nasýl bir kabus ya uyanýnca baþlýyor,"korku"
3124,Ýzmir'de okulun kazan dairesinde patlama: 1 ölü,"korku"
3125,Ailesiyle güzel sohbetin ardýndan söylenen þarkýlar türküler ile hepimiz harika anlar yaþýyoruz ,"mutlu"
3126,yine uzgun ve mutsuz üstelik umutsuzum,"uzgun"
3127,Çok güzel gülüyorsun sevmemek elde deðil.,"mutlu"
3128,Ergenlerle uðraþmak cidden zormuþ. Kardeþim kabus gibi ,"korku"
3129,birazdan Ýstanbul'da kýyamet kopacak bu nasýl bir havadýr korku filmi gibi,"korku"
3130,"Yakýndan baktým da hayret ettim, benim gibi bir insanmýþ gülüyor konuþuyor aðzý burnu filan var, yine hayallerim yýkýldý ben baþkasýna... ","surpriz"
3131,"Dünyada ki herþeyden bezdim, herþeyden sýkýldým..","uzgun"
3132,Oha çocuðu hayvan gibi süzdün azýcýk utanman olsun,"surpriz"
3133,Tahtaya çýkýp sunum yapmak gibi bi fobim var ve bugün sunumum var... .,"korku"
3134,Kasým da aþk baþkadýr paylaþýmlarý görmüyorum ya nasýl mutluluk verici,"mutlu"
3135,Biraz sonra sürünerek dershaneye gideceðim mutsuzum,"uzgun"
3136,Güzel þeyler güzeldir Güzelden zarar gelmez Güzeli paylaþalým ,"mutlu"
3137,Hissiz kalmak yalnýz kalmaktan daha korkutucu.,"korku"
3138,"korku"yorum hayattan ve buna fazla dayanmam,"korku"
3139,"Taraftarýn bu gece uyutmamasý lazýmdý, nasýl atladýlar hayret :)","surpriz"
3140,Aaa bu dideme ne çok benziyor ya gerçekten ooo bu kadar benzerlik olamaz ?? ,"surpriz"
3141,Ve bir gün ürkütücü bir ses duyulacak ötelerden.. ,"korku"
3142,Ciddi olamazsýn ya beni her gün daha fazla þaþýrtýyorsun,"surpriz"
3143,Serie A'da çok sürpriz sonuçlar oldu bu akþam.,"surpriz"
3144,nasýl uyanabildin hayret diyor vallahi bana da sürpriz oldu,"surpriz"
3145,Ay birde kokluyorlar sinir oldum içine gir içine tövbe yarabbi,"kizgin"
3146,Hayatýn espiri anlayýþý þaþkýnlýk verici.,"surpriz"
3147,sürekli sinirleniyorum artýk akýþýna býraktým neye sinirlendiðimi falan bilmiyorum,"kizgin"
3148,Kavat mýsýn oðlum sen ? Bir müslüman olarak çok rahatsýz oldum bu paylaþýmýna. Adeta sinirden küplere bindim. Adi herif.,"kizgin"
3149,"Moralim bozuk, uykum var, çalýþasým yok","uzgun"
3150,"Kendime sürekli saksýyý çalýþtýr, biraz glikoz harca diye diye tükendim","uzgun"
3151,Lütfen yaþlý amcalar ve aþýrý kaslý erkekler beni takip etmesin korkuyorum çünkü,"korku"
3152,Keþke çocukluðum karþýmda dursa da ona bir kerecik sarýlabilsem.,"uzgun"
3153,19:40’da nöbeti teslim alýp 20:00’da doðuma girmeyi nasýl baþardým hala þaþkýným bu bahtsýzlýða,"surpriz"
3154,Robinho Sivas’ta mý ? Yok artýk,"surpriz"
3155,Dünya gittikçe daha endiþe verici bir yer olmaya baþladý.,"korku"
3156,Ýçinizde öldürdüðünüz kiþiyi karþýnýzda görmek çok korkutucu deðil mi?,"korku"
3157,"Twice'ýn heart shaker þarkýsýný çok beðendim, danslarý da güzel.","mutlu"
3158,Evden deðiþik sesler geliyor biraz korkutucu,"korku"
3159,O deðil de o cümleyi baðlamasý benim için sürpriz oldu nedense :\ ,"surpriz"
3160,Payitaht Ýstanbul daha ürkütücü ama Dünya için ;),"korku"
3161,"uzgun"üm içten ama sen ne de anlarsýn ya içtenlikten.,"uzgun"
3162,Dün bir kabus gördüm. Takýmým kazanma amacý olmadan sahaya çýkmýþtý.,"korku"
3163,"Az önce otobüs þoförü ""ortalar bomboþ ama ilerlemiyorlar"" diyen yolcuya ""yok abi neresi boþ"" dedi. Þoktayým","surpriz"
3164,Eksikliðini pek hissetmedim þaþýrtýcý ama gerçek,"surpriz"
3165,Kendimi sevdirmek için insanlara kedi gibi sýrnaþtýðýmý söylüyorlar çok mu belli ediyormuþum ya þaþýrdým,"surpriz"
3166,"Sur insta kanserli bi kýzýn hikayesini okudum , çok kötü oldum , Rabbim bütün hastalara þifa versin","uzgun"
3167,Öyle kýrgýným ki Hiçbir özrün telafi edemeyeceði kadar yoruldum yýprandým Beni üzen kýran Herkesten vazgeçtim ... !!!,"uzgun"
3168,"Hayattaki en büyük baþarým ""hayret biþey"" olmak. Yani ben bile bazen kendime hayret ediyorum.","surpriz"
3169,Gök gürlüyor ve þimþek çakýyor çok hemde ve ben feryat kilit fobim var fobim,"korku"
3170,Abi benim mor montum nerde çýldýracaðým ya,"kizgin"
3171,Her gördüðüm kimin oðlusun diyerek sorguya çekiyorlar bunaldým,"uzgun"
3172,Sarý bez fobim var. Asla üzerindeki kýrýntýlardan arýndýramýyorsun bezi.,"korku"
3173,Vay ne filmdi. Zaten beyaz perde de ondan sonra film yayýnlanmadý... . ,"surpriz"
3174,Hayatýmdan bir defol git gayri diye haykýrmak istiyorum,"kizgin"
3175,"Hem okudum hem yazdým, Sosyal medya senden bezdim.","uzgun"
3176,Gerçekten þaþkýnlýk verici bir þey bizim burada popomuz donarken nasýl olabilir böyle bir þey ya! ,"surpriz"
3177,Ela yokken hiçbir þey yapasým gelmiyor ya çýldýracaðým,"kizgin"
3178,Telefonumun ekraný tuzla buz oldu anlýk kalp krizleri sinir krizlerini atlattým artýk onlayným ,"kizgin"
3179,Vagner yapma ya ciddi olamazsýn ya tekte oynasan ne olurdu,"surpriz"
3180,Herkes gergin þu an anasayfada herkes sinir küpü olmuþ,"kizgin"
3181,"Hüzün olmaz mý, elbette var. Hüzün benim sigaramý söndürüþümde bile var. ","uzgun"
3182,Yine cin olmadan adam çarpmaya çalýþanlarýn mallýklarýný izleyip eðlendim,"mutlu"
3183,Tam artýk hiçbir þey beni þaþýrtamaz derken ýspanaklý pidenin mükemmel olmasýyla þaþkýna döndüm,"surpriz"
3184,sana harcadýðým o kadar boþa zaman içinde piþmaným,"uzgun"
3185,Þu an çok öfkeliyim sinirimi yatýþtýracak þeyler yapmam lazým,"kizgin"
3186,2 dakika kadar elektrik gitti. baya endiþelendim,"korku"
3187,Hissediyor musun bilmiyorum ama çok özledim.,"uzgun"
3188,"Birini sevmenin zirvesi kendini özel hissetmektir, seni seviyorum çünkü bana dünyanýn en güzel insanýymýþým gibi bakýyorsun.","mutlu"
3189,Ya çok öfkeliyim çok hem de delireceðim of lan of,"kizgin"
3190,2 lira bahþiþ aldým çok mutluyum,"mutlu"
3191,Acaba bakmasam mý ben bi korktum sanki,"korku"
3192,Pearl Jam haftasonu çok iyi ya ,"mutlu"
3193,Yüksekten deðil düþmekten korkuyorum ,"korku"
3194,Uykuyla dinlenemeyecek kadar yorgunum artýk... ,"uzgun"
3195,Piþman deðilim ama keþke daha iyi þartlar altýnda kendime yazýk etseydim,"uzgun"
3196,Çok mutluyum almanca kursu için kolombiya kültürü ile ilgili video hazýrlýyorum.. :),"mutlu"
3197,Böyle bir kabus olamaz highlighter im düþüp kýrýlýyordu paramparçaydý ne korktum ya,"korku"
3198,Öðrencilerime test çözdürürken hata yaptýklarýnda Aynur hocam gibi deliriyorum ,"kizgin"
3199,"Ýnsanlarýn iþi düþüklerinde aranan ve her iþlerini çözen insan olmaktan býktým, yoruldum artýk... ","uzgun"
3200,"Bakýn bu hiç hesapta yoktu..:) kabul etmemeniz þaþkýnlýk verici, takibi býrakmamýn mümkünü yoktur :)","surpriz"
3201,Artýk birþeyleri demekten yoruldum ne oluyorsa olsun kafasýndayým,"uzgun"
3202,Baþka Yok mu bunlardan ya çok eðlendim ,"mutlu"
3203,"Bazýlarýna o kadar kýrgýným ki, kýrgýn olduðumu söylemeyecek kadar..","uzgun"
3204,Deprem oldu korktum hala sallanýyorum,"korku"
3205,Okulun ilk günü ve son günü fobim var,"korku"
3206,Öldün mü kaldýn mý endiþelendim,"korku"
3207,Zamaný gelmiþti ama yine de Tesla Roadster konsepti büyük sürpriz oldu. 0-100 km/s: 2 sn! ,"surpriz"
3208,Aslý'nýn Ben hayatýmda sadece aþýk olduðum insaný öptüm deyip Ferhatla öpüþmesi kalp biz,"mutlu"
3209,Sürpriz :)) arkadaþlar sað olsun,"surpriz"
3210,Kusursuz yazdý mý cidden yani yok artýk inanmam,"surpriz"
3211,Tüm islam aleminin Ramazan Bayramýný kutlarým ,"mutlu"
3212,Dallanmayý dallama diye okudum yine agresifim..,"kizgin"
3213,Hayret bugün demedi twwet efendi robot musun..,"surpriz"
3214,"Annem az önce ingilizce bi espriye güldü, þaþkýným","surpriz"
3215,Kendi kendime konuþunca araya biri girince sinirleniyorum,"kizgin"
3216,Öfkeliyim. Diþlerimi son gücümle sýkýyorum. Þakaklarým çürüyor sanki,"kizgin"
3217,Real Madrid'in La Liga tarihinde en çok yendiði takým Atletico Madrid. 86 defa yenmiþ. Þaþýrdým..,"surpriz"
3218,Nunnaly'nin boynu kýrýlabilirdi ya çok korkutucuydu pozisyon,"korku"
3219,"Dünkü hezimetten sonra bana bir fotoðraf geldi, çok güldüm ","mutlu"
3220,Alaska’da deprem olmuþ senin için endiþelendim nasýlsýn?,"korku"
3221,Televizyon da açtýðým ilk kanal NTV Spor du þimdi kapanýyor gerçekten hüzünlüyüm,"uzgun"
3222,Bütün takýmlar hepsi ceplerine 3 puan koydu biz 1 puan delireceðim ya,"kizgin"
3223,Elektrikler gitti sýçýcam böyle iþe resmen izlemiyim diye amk kudurdum sinirden ,"kizgin"
3224,Kafayý yastýða koyduðu gibi uyuyan tiplerden nefret ediyorum.,"kizgin"
3225,Birinciliði nasýl kaptýrabilirsiniz inanamýyorum size  ,"surpriz"
3226,Yarýn kendimle baþbaþa bir gün geçireceðim çok heyecanlýyým.,"mutlu"
3227,Ortada motor yok ama 3 firma teklif veriyor þaþtým kaldým,"surpriz"
3228,Hadi buna inanýyor musunuz? inanmak mý istiyorsunuz. Nedense bana sahi gelmiyor,"surpriz"
3229,Gerçekten düðünlere özenen bir insan olarak ben bile yýprandým. Bu ne arkadaþ.,"uzgun"
3230,"Kýþ mevsimi sevenleri kýnýyorum, içerliyorum ve kýþ mevsimi sevenlere sövüyorum","kizgin"
3231,Çocuk liz'e beton döktüm ben. Orada dondum kaldým.,"surpriz"
3232,Moralim bozuk ve ilgiye ihtiyacým var ama herkes uzakta,"uzgun"
3233,Jin hyung'um ile uðraþmak çok eðlenceli. Seni seviyorum hyung,"mutlu"
3234,Lan salak salak konuþup beni delirtmeyin kes lan sendeee yarým aklýnla konuþup durma,"kizgin"
3235,Mezun olduðum üniversitede ders anlatma teklifi geldi heyecandan ne yapacaðýmý þaþýrdým ,"surpriz"
3236,Bu okyanuslar beni boðuyor yüzemiyorum artýk bu sularda yoruldum,"uzgun"
3237,Dursun Özbek'ten kurtuluþumuzun 10. günü kutlu olsun. ,"mutlu"
3238,Bütün gün yaptýðým stres sonucu hiçbir þey olmamýþ gibi davranan ailem var bu tavýrlarý beni delirtecek  ,"kizgin"
3239,Bu saatte yoðurt caný çekmiþ ve almaya gitti hala þaþkýným,"surpriz"
3240,Her þey bomboþ ve çok saçma bugün çok öfkeliyim..,"kizgin"
3241,olayla ilgili hiçbir bilgisi olmayýp da her þeyden bu kadar emin olmak gerçekten çok korkutucu.,"korku"
3242,Tepki geldi biraz gelmemesi korkutucu olabilirdi ..sertleþmesi farklýlaþtýrýr yönü,"korku"
3243,"Volkswagen’in maymunlar ve insanlar üstünde yaptýðý korkunç deneyler, film senaryosu gibi ama maalesef gerçek. ","korku"
3244,"Ýrmik helvasý yaptým ve öküz gibi yedim, piþmaným.","uzgun"
3245,"Gitmekten yoruldum, artýk sadece bir kenarda oturup soluklanmak istiyorum.","uzgun"
3246,Þaþkýnlýk verici... Þampiyonlar liginde rakiplerine kök söktüren takýmýn bu kadar kötü oynamasýný þaþkýnlýkla izliyorum..,"surpriz"
3247,Bende tükendim ziyadesiyle ama insanlar tarafýndan deðil bizzat kendi tarafýmdan,"uzgun"
3248,Ýletiþim kuramamaktan doktor fobim olmuþ galiba korkudan gidemiyorum.,"korku"
3249,Neyse durun çok güzel bi sürpriz yapmak istiyorum size,"surpriz"
3250,Olmasan da oluyor. Þaþkýnlýk verici ama oluyor.,"surpriz"
3251,Biri benim yerime yaþayabilir mi benim halim kalmadý da,"uzgun"
3252,annemden iyi zeytinyaðlý sarma yapan herhangi bir varlýk olamaz bu evrende gece gece ne gömdüm ,"mutlu"
3253,ya benim yaþlý amcalara teyzelere fobim var galiba korkutuyorlar,"korku"
3254,"Düðün, söz, niþan gibi etkinliklerde sakinleþtirici etki ederek yer almayý seviyorum ","mutlu"
3255,Didem Soydan'dan korkuyorum çok ürkütücü yüz hatlarý var,"korku"
3256,Bana kimse ters cevap vermesin bu aralar yemin ederim sinir küpü gibiyim,"kizgin"
3257,Dua et Eðer nasipte varsa her þey olur en güzel haliyle Hayýrlý Cumalar ,"mutlu"
3258,Ýngilizcenin “i” sini bilmeyip fotolarýnýz altýnda ingilizce edebiyat parçalamanýz epey komik.,"mutlu"
3259,Nasýl domuz eti yersin sen ya sinirden küplere bindim uyuyamýyorum ! ,"kizgin"
3260,Ders çalýþmamak için ne yapacaðýmý þaþýrdým en son kendimi internetten telefon kýlýfý bakarken yakaladým ,"surpriz"
3261,Arabamý kaldýrdýlar çok þaþkýným ilk kez görüyorum,"surpriz"
3262,Her þeye öfkeliyim yaþanmýþlýklar bu hale getirdi,"kizgin"
3263,Kýz þýllýk bir sana bir de siyah kedilere fobim var uzak dur benden,"korku"
3264,"Kaybolmuþ corabýn bulunamayan teki gibiyim . Hadi çýkarýn artýk beni buradan , çok soðuk ... korkuyorum","korku"
3265,Þok oldum 3 öðrenci kalýyormuþ iþte,"surpriz"
3266,"Ama gel gör ki kötüyüm bugün, sesime ses deðse çýðlýk oluyor","uzgun"
3267,Çok kötüyüm ya bu hastalýk nasýl geçicek,"uzgun"
3268,Gerçekten çok hayret bir þey ya,"surpriz"
3269,Keþke akrabalarý kendimiz seçebilsek muhteþem bir sülale kadrosu var kafamda ,"uzgun"
3270,"Aklýma Fernando geldi, moralim bozuk","uzgun"
3271,Çiçeklerin boynunu bükmesine bile üzülüyorum kýþ gelmesin ,"uzgun"
3272,Sigaram bitti dýþarda fýrtýnalý yaðmur var ve ben kafamý duvara vura vura aðlýyorum.,"uzgun"
3273,18 sayý 10 ribaund 5 asist Simmons. Yani þu adam varken roy tartýþmalarýnýn dönmesi epey komik.,"mutlu"
3274,Abi þaka mýsýn ya þunu kaçýrdým inanamýyorum. ,"surpriz"
3275,Ay bayað güldüm buna Ethem Baþkan ölüleri diriltebilir belki çok mantýklý bir yorum olmuþ,"mutlu"
3276,Akþamý zor ettim yaþasýn hafta sonu,"mutlu"
3277,Yanýmda olmadýðýn için sen suçlusun ama senden baþka herkese kizginým,"kizgin"
3278,Çok fakirim þu sýra günlerim aðlamak ile geçiyor,"uzgun"
3279,Off herkesten akýllý olmaktan býktým artýk ,"uzgun"
3280,Villada korkunç cinayet... 3 gün sonra itiraf etti ,"korku"
3281,Yýllar sonra karne almýcam sevinçliyim ,"mutlu"
3282,Bu askerlik uzadý muhabbetini kim çýkardý lan,"kizgin"
3283,Günaydýn güzel bir Los Angeles sabahý  ,"mutlu"
3284,Of bu kadar çabuk geçti kendime þaþýrdým þu an,"surpriz"
3285,Okuduðum kitapta adý geçti sayfayý deðiþtiremedim dondum kaldým 1 saat,"surpriz"
3286,Dünya tiyatrolar gününüz kutlu olsun Tiyatromuz cok yaþasýn ,"mutlu"
3287,her seferinde bir öncekinden üst level þerefsizlikler ve daha fazla hayret,"surpriz"
3288,Rüyamda aþýrý büyük deprem oluyordu. Yol kenarýndayken yakalanýyordum ve kocaman kocaman binalarýn yýkýldýðýný görüyordum. Kabus ,"korku"
3289,"Sana uzaklardan feryat ediyorum, çamurlandým kirlendim yýprandým. Manasýz herþey ve herþey anlamsýz.","uzgun"
3290,Bunu yaptýðýma ben bile inanamýyorum. ,"surpriz"
3291,"nehir deðil okyanus ve sadece yüzeyi bulanýk, derinlerinde ürkütücü bir duruluk mevcut.","korku"
3292,Belki hala böyledir. Bu epey komik bence fakat saçmalýyor da olabilirim tabiatiyle.,"mutlu"
3293,çen büyüyünce olaylarýný býrakýn artýk abartmayýn güldük eðlendik bitti,"mutlu"
3294,Ýlk defa bir sýnavda adýmý yazýp çýkcam diye çok korktum neyseki 1 cümle yazabildim,"korku"
3295,Ofiste bedava bira var ve içmiyorum. hayret. þaþtým kaldým.,"surpriz"
3296,Bu nasýl bir havadýr be. Kapkaranlýk uu dýþarý çýkýnca resmen ürktüm,"korku"
3297,Çok mutsuzum Heidi'nin pislik Clara'nýn evinde hapsolduðu bölümleri izleyip aðlýyorum.,"uzgun"
3298,Basketbolu çok özledim :( ,"uzgun"
3299,Geçen çok acayip hayret ettim. Çünkü insan bazen hayret ediyor. Normal yani.,"surpriz"
3300,ne iradesiz bir insaným ya vallahi bezdim,"uzgun"
3301,"Arkadaþ bir kabus gördüm, korku aksiyon dalýnda Oscar'lýk.. Kafama çekiçle vurulmuþ gibiyim ","korku"
3302,Tüm engelleri aþýp filmimize gelen seyircilerimize teþekkürler sevgiler çiçekler ,"mutlu"
3303,Ya buraya atýlan videonun bozuk olmamasý için ne yapmak gerekiyor bilen biri söyleyebilir mi kafayý yiyeceðim,"kizgin"
3304,"Ne diyeceðimi, diyip demeyeceðimi þaþýrdým.","surpriz"
3305,Çok mutsuzum ama adonisimi kaybedersem daha mutsuz olucam alýþveriþi ,"uzgun"
3306,Hocada bugün bir iyilik hali var çok þaþýrtýcý ,"surpriz"
3307,Merve yüzünden ilk defa evli birinin baþkasýyla sevgili olmasýný istedim tövbe kendime þaþýrdým þu an..,"surpriz"
3308,Bu aralar aþýrý öfkeliyim ya hangi þanslý pýtýrcýk dayak yemek istiyor,"kizgin"
3309,Þu anki þimþekler benim aðzýma sýçtý korkudan ölmek üzereyim ,"korku"
3310,Bu ülkede kýz olarak yaþamaktan bir kez daha nefret ettim.,"kizgin"
3311,Ya köpekbalýklarý insan eti yemezler öyle korku filmi mi olur,"korku"
3312,"O kadar umutsuzum ki, kafama pisleyen kuþtan medet umuyorum.","uzgun"
3313,"Allah düþmanýmý Hematoloji koridorlarýna düþürmesin , kontrol için gelmek bile ürkütücü .","korku"
3314,"Yemin ederim yýldým, býktým ya beni bir salýn","uzgun"
3315,Abimler þirket kurup adýný MS koymuþlar þu an çok sinirliyim.,"kizgin"
3316,Hala dört bin gösteriyor kafayý yiyeceðim,"kizgin"
3317,Dünya daha korkutucu bir hal aldýkça sanat da daha soyut hale geliyor.,"korku"
3318,Eleþtirilen þey insanýn baþýna gelince hissedilen o korkunç durum,"korku"
3319,Buna nasýl olduda Ýslami terör veya terörist diye bir kýlýf biçilmedi hayret ettim,"surpriz"
3320,Kadýn olmak ile ilgili yazý yazýyorum þu an çok öfkeliyim,"kizgin"
3321,Yazýklar olsun diye baðýracaðým,"kizgin"
3322,Keþke suskunluðum saygýmdan olsa ben saygýyý geçtim ben kýrgýným,"uzgun"
3323,aferin çocuklar bu gurur hepimizin helal olsun hepinize ,"mutlu"
3324,Sezonun böyle biteceðini bilseydim baþlamazdým bile son bölümü izlemeye korkuyorum..,"korku"
3325,Uyuyacam diye çok mutluyum ve mutluluktan uyuyamýyorum.. :),"mutlu"
3326,Benim çok oluyor bir anda nefesim kesiliyor sanki ölüm anýný yaþýyorum çok korkunç ,"korku"
3327,Fragman yok mu? Sahi mi? Nasýl þaþýrdým nasýl þaþýrdým belli deðil!,"surpriz"
3328,"uzgunüm, tekrar birine kendimi anlatabileceðimi sanmýyorum.","uzgun"
3329,Aþýrý agresifim gelmeyin üstüme dedikce geliyorsunuz siz manyak mýsýnýz,"kizgin"
3330,Bak yine arþivlediðim tozlu mesajlarý okuyup sinirlendim,"kizgin"
3331,Yazýlýlar her þeyi engelliyor býktým býktým stresinden de kendisinden de,"uzgun"
3332,Bunun montaj olduðu çýplak gözle anlaþýlýyor. Kendi pisliðiniz bize tutmaz. Kendi pisliðinize solcularý alet etmeniz çok komik. :),"mutlu"
3333,Jimin'in kulaðýna bir þey mi olmuþ çok endiþelendim þu an,"korku"
3334,"Herþeyden zevk alýyorum ya sohbet etmek, sinemada falan takýlmak çok güzel :D ","mutlu"
3335,Dalýp gitmiþim yýldýrým demirörenin konuþmasýyla irkildim. Niye dinliyorum ben bunu,"korku"
3336,Yemekteyiz inci bir patlýcaný kesemiyorsun yalandan sinir oldum,"kizgin"
3337,Sokakta tükürene acayip sinirleniyorum ,"kizgin"
3338,Montreal’de hava -6 dereceymiþ moralim çok bozuk.,"uzgun"
3339,Trabzondayken evde olduðum her saat için hüzünlüyüm,"uzgun"
3340,Üstüme fondötenle attýrdým çok uzgunüm pahalýydý o ya,"uzgun"
3341,"Üsküdarda onlayným, birazdan 'Üsküdardan o yan lo kimin yurdu?' diye baðýracaðým.","kizgin"
3342,"kizgin"ým sinirliyim karþýlaþsak bir kaþýk suda boðarým ve yüzüne tükürürüm evet,"kizgin"
3343,birinin kilosu ya da boyuyla dalga geçildiðini görünce bana küfür edilmiþ kadar sinirleniyorum ,"kizgin"
3344,Bu kadar insanýn takibi sonucu twettlerin beðenilmemesi þaþkýnlýk verici... hepinizi takip etmeyi býrakýyorum Egomanya manyaklarý,"surpriz"
3345,asansör bozulmuþ yine þaþýrdým mý hayýr,"surpriz"
3346,kanka ciddi misin oh derin bir nefes aldým,"surpriz"
3347,Sayfayý yeniliyorum ama yeni tweet gelmiyor. bu biraz þaþýrtýcý..,"surpriz"
3348,hay sikeyim seni gibi yorumcuyu bir de buna para veriyorlar ya sinir oluyorum lan ,"kizgin"
3349,Önemli olaný unutmak önemsiz küçük þeyleri bunca detayla görmek Neden bunlarla zaman kaybediyoruz neden bu kadar yoruluyoruz ,"uzgun"
3350,Ben artýk kendimi savunmaktan yoruldum demekten býkmadýnýz mý ,"uzgun"
3351,90 larda beyaz toroslar hainler için kabus gibiydi dosta güven düþmana korku verirdi Efsaneler ölmez þekli deðiþir,"korku"
3352,Metro ile yolculuk yapmak zorunda kaldým ve can güvenliðimden endiþeliyim,"korku"
3353,Bir yaþ daha... Ne çabuk geçiyor yýllar kafayý yiyeceðim,"kizgin"
3354,þimdi korku dolu rüyanýn ardýndan iyi bir korku filmi güzel gider deðil mi,"korku"
3355,"mecbur kalmadýkça kimseye alýþmamaya çalýþýyorum, alýþýnca kaybetmekten korkuyorum ve ben korkmaktan hoþlanmam","korku"
3356,kýsa kýsa cevaplar vericeksen niye yazýyorsun gerizekalý,"kizgin"
3357,"Þaþýrdým kaldým iþte, Bilmem ki nemsin...","surpriz"
3358,"Dünyanýn en yalnýzlýk verici ve en korkutucu hissi, sesini duyuramama hissidir.","korku"
3359,Bazý þeylere inanamýyor olmama da inanamýyorum,"surpriz"
3360,Yeni yýl herkese baþta saðlýk sonra mutluluk ve baþarý getirsin Ýyi yýllar,"mutlu"
3361,Topalla stoper olmuyorsa neden isla'yý denemez bu hoca hayret birþey.,"surpriz"
3362,neyse dertlendim gene gideyim de ders çalýþayým,"uzgun"
3363,Ciddi olamazsýn resmen Karabük'te yemek buldum ,"surpriz"
3364,Aaa komisere de replik yazmýþlar. Ben þok,"surpriz"
3365,Bir an bütün hesaplarý ROK ele geçirmiþ olabilir mi diye endiþelendim!..,"korku"
3366,Makarna yapmaya çalýþýrken evi yakýyordum amk ödüm koptu nasýl bir modelim anlamadým gitti,"korku"
3367,Kaçýncý sýradayýz ve bende niye gözükmüyor delireceðim ya,"kizgin"
3368,Bende ki GALATASARAY sevgisi bir baþka,"mutlu"
3369,500tllik ürün aldým gratisten artýk çok güzel hissediyorum,"mutlu"
3370,Böyle saðanak yaðmur yaðýnca arabam dýþardaysa çok üzülüyorum ýslanýyor diye ,"uzgun"
3371,Cümledeki bütün heceler için bir tane yemen daha büyük sürpriz oldu gibi... ,"surpriz"
3372,Kendi rýzamla alarmsýz uyandým. Bu harika bir duygu ,"mutlu"
3373,Black Clover da Noelle için seçilmiþ renkler gayet hoþ duruyor ama sanki manga da daha güzeldi.,"mutlu"
3374,Sabah sabah ölüm haberiyle uyanmak... Babasýz kalmanýn acýsý korkunç bir þey deðil mi? ,"korku"
3375,"Gece gece asla instagramda yemek&tatlý sayfalarýna girmeyin, aðlýyorum þu an..","uzgun"
3376,"VS neden kanal D de ya. Ben bu kadar salak bir kanal görmedim. Gerizekalýlar, sinirden köpürdüm","kizgin"
3377,ilk defa birisinden bu kadar çok nefret ediyorum ,"kizgin"
3378,Özgüvenim çok ama biriyle tanýþma fobim var,"korku"
3379,Ben bugün çok mutluyum galiba,"mutlu"
3380,Bende unutuyordum sonra tarihe bir baktým 17 kasým ben þok,"surpriz"
